time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922023257,10.0.3.20,54920,10.0.1.20,5001,3,0.0-5.0,108600,173760
20230922023302,10.0.3.20,54920,10.0.1.20,5001,3,5.0-10.0,31856,50969
20230922023308,10.0.3.20,54920,10.0.1.20,5001,3,10.0-15.0,0,0
20230922023313,10.0.3.20,54920,10.0.1.20,5001,3,15.0-20.0,0,0
20230922023318,10.0.3.20,54920,10.0.1.20,5001,3,20.0-25.0,0,0
20230922023323,10.0.3.20,54920,10.0.1.20,5001,3,25.0-30.0,0,0
20230922023328,10.0.3.20,54920,10.0.1.20,5001,3,30.0-35.0,0,0
20230922023333,10.0.3.20,54920,10.0.1.20,5001,3,35.0-40.0,0,0
20230922023338,10.0.3.20,54920,10.0.1.20,5001,3,40.0-45.0,0,0
20230922023343,10.0.3.20,54920,10.0.1.20,5001,3,45.0-50.0,0,0
20230922023349,10.0.3.20,54920,10.0.1.20,5001,3,50.0-55.0,0,0
20230922023354,10.0.3.20,54920,10.0.1.20,5001,3,55.0-60.0,0,0
20230922023359,10.0.3.20,54920,10.0.1.20,5001,3,60.0-65.0,0,0
20230922023404,10.0.3.20,54920,10.0.1.20,5001,3,65.0-70.0,0,0
20230922023409,10.0.3.20,54920,10.0.1.20,5001,3,70.0-75.0,0,0
20230922023414,10.0.3.20,54920,10.0.1.20,5001,3,75.0-80.0,0,0
20230922023419,10.0.3.20,54920,10.0.1.20,5001,3,80.0-85.0,0,0
20230922023424,10.0.3.20,54920,10.0.1.20,5001,3,85.0-90.0,0,0
20230922023429,10.0.3.20,54920,10.0.1.20,5001,3,90.0-95.0,0,0
20230922023435,10.0.3.20,54920,10.0.1.20,5001,3,95.0-100.0,0,0
20230922023437,10.0.3.20,54920,10.0.1.20,5001,3,100.0-105.0,0,0
20230922023442,10.0.3.20,54920,10.0.1.20,5001,3,105.0-110.0,0,0
20230922023447,10.0.3.20,54920,10.0.1.20,5001,3,110.0-115.0,0,0
20230922023453,10.0.3.20,54920,10.0.1.20,5001,3,115.0-120.0,0,0
20230922023453,10.0.3.20,54920,10.0.1.20,5001,3,0.0-120.4,140456,9330
