time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922011719,10.0.3.20,52648,10.0.1.20,5001,3,0.0-5.0,125566976,200907161
20230922011724,10.0.3.20,52648,10.0.1.20,5001,3,5.0-10.0,125173760,200278016
20230922011729,10.0.3.20,52648,10.0.1.20,5001,3,10.0-15.0,126091264,201746022
20230922011734,10.0.3.20,52648,10.0.1.20,5001,3,15.0-20.0,121896960,195035136
20230922011739,10.0.3.20,52648,10.0.1.20,5001,3,20.0-25.0,119537664,191260262
20230922011744,10.0.3.20,52648,10.0.1.20,5001,3,25.0-30.0,120455168,192728268
20230922011749,10.0.3.20,52648,10.0.1.20,5001,3,30.0-35.0,119144448,190631116
20230922011754,10.0.3.20,52648,10.0.1.20,5001,3,35.0-40.0,122290176,195664281
20230922011759,10.0.3.20,52648,10.0.1.20,5001,3,40.0-45.0,121765888,194825420
20230922011804,10.0.3.20,52648,10.0.1.20,5001,3,45.0-50.0,123338752,197342003
20230922011809,10.0.3.20,52648,10.0.1.20,5001,3,50.0-55.0,126091264,201746022
20230922011814,10.0.3.20,52648,10.0.1.20,5001,3,55.0-60.0,124780544,199648870
20230922011819,10.0.3.20,52648,10.0.1.20,5001,3,60.0-65.0,119275520,190840832
20230922011824,10.0.3.20,52648,10.0.1.20,5001,3,65.0-70.0,120848384,193357414
20230922011829,10.0.3.20,52648,10.0.1.20,5001,3,70.0-75.0,120455168,192728268
20230922011834,10.0.3.20,52648,10.0.1.20,5001,3,75.0-80.0,120455168,192728268
20230922011839,10.0.3.20,52648,10.0.1.20,5001,3,80.0-85.0,121896960,195035136
20230922011844,10.0.3.20,52648,10.0.1.20,5001,3,85.0-90.0,123863040,198180864
20230922011849,10.0.3.20,52648,10.0.1.20,5001,3,90.0-95.0,123600896,197761433
20230922011854,10.0.3.20,52648,10.0.1.20,5001,3,95.0-100.0,126484480,202375168
20230922011859,10.0.3.20,52648,10.0.1.20,5001,3,100.0-105.0,121896960,195035136
20230922011904,10.0.3.20,52648,10.0.1.20,5001,3,105.0-110.0,118882304,190211686
20230922011909,10.0.3.20,52648,10.0.1.20,5001,3,110.0-115.0,120979456,193567129
20230922011914,10.0.3.20,52648,10.0.1.20,5001,3,115.0-120.0,120455168,192728268
20230922011914,10.0.3.20,52648,10.0.1.20,5001,3,0.0-120.0,2935226368,195605004
