time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922023056,10.0.3.20,59116,10.0.1.20,5001,3,0.0-5.0,136445952,218313523
20230922023101,10.0.3.20,59116,10.0.1.20,5001,3,5.0-10.0,134873088,215796940
20230922023106,10.0.3.20,59116,10.0.1.20,5001,3,10.0-15.0,133300224,213280358
20230922023111,10.0.3.20,59116,10.0.1.20,5001,3,15.0-20.0,134873088,215796940
20230922023116,10.0.3.20,59116,10.0.1.20,5001,3,20.0-25.0,126091264,201746022
20230922023121,10.0.3.20,59116,10.0.1.20,5001,3,25.0-30.0,113246208,181193932
20230922023126,10.0.3.20,59116,10.0.1.20,5001,3,30.0-35.0,134742016,215587225
20230922023131,10.0.3.20,59116,10.0.1.20,5001,3,35.0-40.0,136183808,217894092
20230922023136,10.0.3.20,59116,10.0.1.20,5001,3,40.0-45.0,133431296,213490073
20230922023141,10.0.3.20,59116,10.0.1.20,5001,3,45.0-50.0,135004160,216006656
20230922023146,10.0.3.20,59116,10.0.1.20,5001,3,50.0-55.0,133300224,213280358
20230922023151,10.0.3.20,59116,10.0.1.20,5001,3,55.0-60.0,119275520,190840832
20230922023156,10.0.3.20,59116,10.0.1.20,5001,3,60.0-65.0,120455168,192728268
20230922023201,10.0.3.20,59116,10.0.1.20,5001,3,65.0-70.0,133824512,214119219
20230922023206,10.0.3.20,59116,10.0.1.20,5001,3,70.0-75.0,134742016,215587225
20230922023211,10.0.3.20,59116,10.0.1.20,5001,3,75.0-80.0,134742016,215587225
20230922023216,10.0.3.20,59116,10.0.1.20,5001,3,80.0-85.0,93454336,149526937
20230922023221,10.0.3.20,59116,10.0.1.20,5001,3,85.0-90.0,108920832,174273331
20230922023226,10.0.3.20,59116,10.0.1.20,5001,3,90.0-95.0,136577024,218523238
20230922023231,10.0.3.20,59116,10.0.1.20,5001,3,95.0-100.0,134742016,215587225
20230922023236,10.0.3.20,59116,10.0.1.20,5001,3,100.0-105.0,104726528,167562444
20230922023241,10.0.3.20,59116,10.0.1.20,5001,3,105.0-110.0,134742016,215587225
20230922023246,10.0.3.20,59116,10.0.1.20,5001,3,110.0-115.0,134742016,215587225
20230922023251,10.0.3.20,59116,10.0.1.20,5001,3,115.0-120.0,132251648,211602636
20230922023251,10.0.3.20,59116,10.0.1.20,5001,3,0.0-120.0,3074686976,204964005
