time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922013331,10.0.3.20,32776,10.0.1.20,5001,3,0.0-5.0,122945536,196712857
20230922013336,10.0.3.20,32776,10.0.1.20,5001,3,5.0-10.0,96075776,153721241
20230922013341,10.0.3.20,32776,10.0.1.20,5001,3,10.0-15.0,120979456,193567129
20230922013346,10.0.3.20,32776,10.0.1.20,5001,3,15.0-20.0,122028032,195244851
20230922013351,10.0.3.20,32776,10.0.1.20,5001,3,20.0-25.0,124780544,199648870
20230922013356,10.0.3.20,32776,10.0.1.20,5001,3,25.0-30.0,124911616,199858585
20230922013401,10.0.3.20,32776,10.0.1.20,5001,3,30.0-35.0,126091264,201746022
20230922013406,10.0.3.20,32776,10.0.1.20,5001,3,35.0-40.0,119013376,190421401
20230922013411,10.0.3.20,32776,10.0.1.20,5001,3,40.0-45.0,120455168,192728268
20230922013416,10.0.3.20,32776,10.0.1.20,5001,3,45.0-50.0,90439680,144703488
20230922013421,10.0.3.20,32776,10.0.1.20,5001,3,50.0-55.0,126091264,201746022
20230922013426,10.0.3.20,32776,10.0.1.20,5001,3,55.0-60.0,123338752,197342003
20230922013431,10.0.3.20,32776,10.0.1.20,5001,3,60.0-65.0,119144448,190631116
20230922013436,10.0.3.20,32776,10.0.1.20,5001,3,65.0-70.0,120455168,192728268
20230922013441,10.0.3.20,32776,10.0.1.20,5001,3,70.0-75.0,120455168,192728268
20230922013446,10.0.3.20,32776,10.0.1.20,5001,3,75.0-80.0,120455168,192728268
20230922013451,10.0.3.20,32776,10.0.1.20,5001,3,80.0-85.0,121896960,195035136
20230922013456,10.0.3.20,32776,10.0.1.20,5001,3,85.0-90.0,123863040,198180864
20230922013501,10.0.3.20,32776,10.0.1.20,5001,3,90.0-95.0,125173760,200278016
20230922013506,10.0.3.20,32776,10.0.1.20,5001,3,95.0-100.0,124780544,199648870
20230922013511,10.0.3.20,32776,10.0.1.20,5001,3,100.0-105.0,121765888,194825420
20230922013516,10.0.3.20,32776,10.0.1.20,5001,3,105.0-110.0,120455168,192728268
20230922013521,10.0.3.20,32776,10.0.1.20,5001,3,110.0-115.0,120455168,192728268
20230922013526,10.0.3.20,32776,10.0.1.20,5001,3,115.0-120.0,120324096,192518553
20230922013526,10.0.3.20,32776,10.0.1.20,5001,3,0.0-120.0,2876375040,191716070
