time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922014338,10.0.3.20,43786,10.0.1.20,5001,3,0.0-5.0,183896,294233
20230922014343,10.0.3.20,43786,10.0.1.20,5001,3,5.0-10.0,0,0
20230922014348,10.0.3.20,43786,10.0.1.20,5001,3,10.0-15.0,0,0
20230922014354,10.0.3.20,43786,10.0.1.20,5001,3,15.0-20.0,0,0
20230922014359,10.0.3.20,43786,10.0.1.20,5001,3,20.0-25.0,89776,143641
20230922014404,10.0.3.20,43786,10.0.1.20,5001,3,25.0-30.0,0,0
20230922014409,10.0.3.20,43786,10.0.1.20,5001,3,30.0-35.0,0,0
20230922014414,10.0.3.20,43786,10.0.1.20,5001,3,35.0-40.0,0,0
20230922014419,10.0.3.20,43786,10.0.1.20,5001,3,40.0-45.0,0,0
20230922014424,10.0.3.20,43786,10.0.1.20,5001,3,45.0-50.0,0,0
20230922014429,10.0.3.20,43786,10.0.1.20,5001,3,50.0-55.0,0,0
20230922014435,10.0.3.20,43786,10.0.1.20,5001,3,55.0-60.0,0,0
20230922014440,10.0.3.20,43786,10.0.1.20,5001,3,60.0-65.0,0,0
20230922014445,10.0.3.20,43786,10.0.1.20,5001,3,65.0-70.0,0,0
20230922014447,10.0.3.20,43786,10.0.1.20,5001,3,70.0-75.0,0,0
20230922014452,10.0.3.20,43786,10.0.1.20,5001,3,75.0-80.0,0,0
20230922014458,10.0.3.20,43786,10.0.1.20,5001,3,80.0-85.0,0,0
20230922014503,10.0.3.20,43786,10.0.1.20,5001,3,85.0-90.0,0,0
20230922014508,10.0.3.20,43786,10.0.1.20,5001,3,90.0-95.0,0,0
20230922014513,10.0.3.20,43786,10.0.1.20,5001,3,95.0-100.0,0,0
20230922014518,10.0.3.20,43786,10.0.1.20,5001,3,100.0-105.0,0,0
20230922014523,10.0.3.20,43786,10.0.1.20,5001,3,105.0-110.0,0,0
20230922014528,10.0.3.20,43786,10.0.1.20,5001,3,110.0-115.0,0,0
20230922014533,10.0.3.20,43786,10.0.1.20,5001,3,115.0-120.0,0,0
20230922014533,10.0.3.20,43786,10.0.1.20,5001,3,0.0-121.1,273672,18076
