time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922014742,10.0.3.20,52464,10.0.1.20,5001,3,0.0-5.0,208512,333619
20230922014747,10.0.3.20,52464,10.0.1.20,5001,3,5.0-10.0,57920,92672
20230922014752,10.0.3.20,52464,10.0.1.20,5001,3,10.0-15.0,57920,92672
20230922014757,10.0.3.20,52464,10.0.1.20,5001,3,15.0-20.0,0,0
20230922014802,10.0.3.20,52464,10.0.1.20,5001,3,20.0-25.0,57920,92672
20230922014808,10.0.3.20,52464,10.0.1.20,5001,3,25.0-30.0,0,0
20230922014813,10.0.3.20,52464,10.0.1.20,5001,3,30.0-35.0,0,0
20230922014818,10.0.3.20,52464,10.0.1.20,5001,3,35.0-40.0,0,0
20230922014823,10.0.3.20,52464,10.0.1.20,5001,3,40.0-45.0,0,0
20230922014828,10.0.3.20,52464,10.0.1.20,5001,3,45.0-50.0,0,0
20230922014833,10.0.3.20,52464,10.0.1.20,5001,3,50.0-55.0,0,0
20230922014836,10.0.3.20,52464,10.0.1.20,5001,3,55.0-60.0,0,0
20230922014841,10.0.3.20,52464,10.0.1.20,5001,3,60.0-65.0,0,0
20230922014846,10.0.3.20,52464,10.0.1.20,5001,3,65.0-70.0,0,0
20230922014851,10.0.3.20,52464,10.0.1.20,5001,3,70.0-75.0,0,0
20230922014856,10.0.3.20,52464,10.0.1.20,5001,3,75.0-80.0,0,0
20230922014901,10.0.3.20,52464,10.0.1.20,5001,3,80.0-85.0,0,0
20230922014906,10.0.3.20,52464,10.0.1.20,5001,3,85.0-90.0,0,0
20230922014912,10.0.3.20,52464,10.0.1.20,5001,3,90.0-95.0,0,0
20230922014917,10.0.3.20,52464,10.0.1.20,5001,3,95.0-100.0,0,0
20230922014922,10.0.3.20,52464,10.0.1.20,5001,3,100.0-105.0,0,0
20230922014927,10.0.3.20,52464,10.0.1.20,5001,3,105.0-110.0,0,0
20230922014932,10.0.3.20,52464,10.0.1.20,5001,3,110.0-115.0,0,0
20230922014937,10.0.3.20,52464,10.0.1.20,5001,3,115.0-120.0,0,0
20230922014937,10.0.3.20,52464,10.0.1.20,5001,3,0.0-121.5,382272,25174
