time,addrsrc,portsrc,addrdest,portdest,nsei,nsei,transfbits,bps
20230922012526,10.0.3.20,35844,10.0.1.20,5001,3,0.0-5.0,132513792,212022067
20230922012531,10.0.3.20,35844,10.0.1.20,5001,3,5.0-10.0,121896960,195035136
20230922012536,10.0.3.20,35844,10.0.1.20,5001,3,10.0-15.0,120324096,192518553
20230922012541,10.0.3.20,35844,10.0.1.20,5001,3,15.0-20.0,120455168,192728268
20230922012546,10.0.3.20,35844,10.0.1.20,5001,3,20.0-25.0,120455168,192728268
20230922012551,10.0.3.20,35844,10.0.1.20,5001,3,25.0-30.0,121765888,194825420
20230922012556,10.0.3.20,35844,10.0.1.20,5001,3,30.0-35.0,122159104,195454566
20230922012601,10.0.3.20,35844,10.0.1.20,5001,3,35.0-40.0,123469824,197551718
20230922012606,10.0.3.20,35844,10.0.1.20,5001,3,40.0-45.0,124780544,199648870
20230922012611,10.0.3.20,35844,10.0.1.20,5001,3,45.0-50.0,126091264,201746022
20230922012616,10.0.3.20,35844,10.0.1.20,5001,3,50.0-55.0,120586240,192937984
20230922012621,10.0.3.20,35844,10.0.1.20,5001,3,55.0-60.0,120586240,192937984
20230922012626,10.0.3.20,35844,10.0.1.20,5001,3,60.0-65.0,119406592,191050547
20230922012631,10.0.3.20,35844,10.0.1.20,5001,3,65.0-70.0,119144448,190631116
20230922012636,10.0.3.20,35844,10.0.1.20,5001,3,70.0-75.0,122159104,195454566
20230922012641,10.0.3.20,35844,10.0.1.20,5001,3,75.0-80.0,123338752,197342003
20230922012646,10.0.3.20,35844,10.0.1.20,5001,3,80.0-85.0,123207680,197132288
20230922012651,10.0.3.20,35844,10.0.1.20,5001,3,85.0-90.0,126615552,202584883
20230922012656,10.0.3.20,35844,10.0.1.20,5001,3,90.0-95.0,123207680,197132288
20230922012701,10.0.3.20,35844,10.0.1.20,5001,3,95.0-100.0,120848384,193357414
20230922012706,10.0.3.20,35844,10.0.1.20,5001,3,100.0-105.0,119013376,190421401
20230922012711,10.0.3.20,35844,10.0.1.20,5001,3,105.0-110.0,120979456,193567129
20230922012716,10.0.3.20,35844,10.0.1.20,5001,3,110.0-115.0,120586240,192937984
20230922012721,10.0.3.20,35844,10.0.1.20,5001,3,115.0-120.0,122028032,195244851
20230922012721,10.0.3.20,35844,10.0.1.20,5001,3,0.0-120.0,2935619584,195697544
